"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"Coppersmith Village Townhouses--Unit 6","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-6","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 7","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-7","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 11","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-11","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 14","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-14","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 15","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-15","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 9","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-9","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 10","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-10","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 12","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-12","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 13","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-13","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Hurld-Wyman Elementary School","https://www.usgbc.org/projects/hurldwyman-elementary-school","","Woburn","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"FAS Shared Laboratory HEB","https://www.usgbc.org/projects/fas-shared-laboratory-heb","1 Aug 2017","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Boston College New Recreation Center","https://www.usgbc.org/projects/boston-college-new-recreation-center","","Chestnut Hill","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"MGM Springfield Resort","https://www.usgbc.org/projects/mgm-springfield-resort","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Marathon Elementary School, Hopkinton MA","https://www.usgbc.org/projects/marathon-elementary-school-hopkinton-ma","","Hopkinton","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"89 A Street","https://www.usgbc.org/projects/89-street","13 Apr 2018","Needham","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Peabody","https://www.usgbc.org/projects/peabody","29 Jun 2017","Peabody","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"Granby Elementary School","https://www.usgbc.org/projects/granby-elementary-school","","Granby","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"UMASS Boston Student Housing","https://www.usgbc.org/projects/umass-boston-student-housing","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Ink Block Siena","https://www.usgbc.org/projects/ink-block-siena","28 Aug 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Waterside Place II","https://www.usgbc.org/projects/waterside-place-ii","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"The Commons at Providence Station","https://www.usgbc.org/projects/commons-providence-station","","Providence","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Sherborn Library Addition","https://www.usgbc.org/projects/sherborn-library-addition","","Sherborn","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"The Center at Innovation Drive B400","https://www.usgbc.org/projects/center-innovation-drive-b400","1 May 2018","Tewksbury","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Certified"
"1 Patriot Park LFREP","https://www.usgbc.org/projects/1-patriot-park-lfrep","14 Jul 2017","Bedford","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"399 Binney Street","https://www.usgbc.org/projects/399-binney-street","","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"11 Hurley Street","https://www.usgbc.org/projects/11-hurley-street","25 Jan 2018","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Mass + Main Bldg B-2","https://www.usgbc.org/projects/mass-main-bldg-b2","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Mass + Main Bldg B-1","https://www.usgbc.org/projects/mass-main-bldg-b1","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"35 Cambridge Park Drive","https://www.usgbc.org/projects/35-cambridge-park-drive","","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"145 Broadway","https://www.usgbc.org/projects/145-broadway","","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"135 Broadway South","https://www.usgbc.org/projects/135-broadway-south","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"135 Broadway North","https://www.usgbc.org/projects/135-broadway-north","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"250 Binney Street","https://www.usgbc.org/projects/250-binney-street","","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"BCCB","https://www.usgbc.org/projects/bccb","","Boston","Massachusetts [MA]","United States [us]","Healthcare","v2009",""
"MGM Springfield Resort","https://www.usgbc.org/projects/mgm-springfield-resort-0","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"MGM Springfield Chapel","https://www.usgbc.org/projects/mgm-springfield-chapel","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"MGM Springfield Armory","https://www.usgbc.org/projects/mgm-springfield-armory","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"191 Spring Street","https://www.usgbc.org/projects/191-spring-street","","Lexington","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"New Street Lighting Division Facility","https://www.usgbc.org/projects/new-street-lighting-division-facility","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"131 Charlesbank Road","https://www.usgbc.org/projects/131-charlesbank-road","30 Nov 2016","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Certified"
"Abbey Road","https://www.usgbc.org/projects/abbey-road-0","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-1","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-2","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-3","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-4","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-5","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-6","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-7","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-8","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-9","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-10","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-11","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-12","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-13","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-14","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-15","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Abbey Road","https://www.usgbc.org/projects/abbey-road-16","","Sherborn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Davenport","https://www.usgbc.org/projects/davenport-0","18 Nov 2016","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"Arup Boston Office","https://www.usgbc.org/projects/arup-boston-office","19 Jul 2018","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v4","Platinum"
"Marblehead Municipal Light Department","https://www.usgbc.org/projects/marblehead-municipal-light-department","","Marblehead","Massachusetts [MA]","United States [us]","New Construction","v4",""
"John A Volpe Terminal E NLA Wing","https://www.usgbc.org/projects/john-volpe-terminal-e-nla-wing","14 Aug 2017","East Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"MilliporeSigma Summit Fit-Out","https://www.usgbc.org/projects/milliporesigma-summit-fitout","","Burlington","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Gilder Center","https://www.usgbc.org/projects/gilder-center","","Gill","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"MilliporeSigma Summit Fit-Out","https://www.usgbc.org/projects/milliporesigma-summit-fitout-0","","Burlington","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"TD Bank - Boston MA - 200 State Street","https://www.usgbc.org/projects/td-bank-boston-ma-200-state-street","24 Aug 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"UMA 16-25 North & ISB Chiller Plant","https://www.usgbc.org/projects/uma-1625-north-isb-chiller-plant","","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Thomas W. McGee Extension Building","https://www.usgbc.org/projects/thomas-w-mcgee-extension-building","26 Sep 2017","Lynn","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"177 Huron Ave","https://www.usgbc.org/projects/177-huron-ave","","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008",""
"173 Huron Avenue","https://www.usgbc.org/projects/173-huron-avenue","","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008",""
"PHILIP J PHILBIN FOB","https://www.usgbc.org/projects/philip-j-philbin-fob","22 Jun 2016","FITCHBURG","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Silver"
"Hillside Center for Sustainable Living","https://www.usgbc.org/projects/hillside-center-sustainable-living","","Newburyport","Massachusetts [MA]","United States [us]","Homes","v4",""
"MAANG - Repair Vehicle Maint Shop B754","https://www.usgbc.org/projects/maang-repair-vehicle-maint-shop-b754","","Otis ANGB","Massachusetts [MA]","United States [us]","Existing Buildings","v4",""
"MAANG - Renovate CES, Bldg 156","https://www.usgbc.org/projects/maang-renovate-ces-bldg-156","","Otis ANGB","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"MAANG - Repair Veh Maint Shop B754","https://www.usgbc.org/projects/maang-repair-veh-maint-shop-b754","","Buzzards Bay","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Innovation Square","https://www.usgbc.org/projects/innovation-square","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"Science Center Renewal South Building","https://www.usgbc.org/projects/science-center-renewal-south-building","","Williamstown","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Arsenal Building C","https://www.usgbc.org/projects/arsenal-building-c","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Arsenal Building D","https://www.usgbc.org/projects/arsenal-building-d","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Arsenal Building B, Retail/Residential","https://www.usgbc.org/projects/arsenal-building-b-retailresidential","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Arsenal Building B, Retail/Garage","https://www.usgbc.org/projects/arsenal-building-b-retailgarage","","Watertown","Massachusetts [MA]","United States [us]","Core and Shell","v4",""
"Arsenal Building F","https://www.usgbc.org/projects/arsenal-building-f","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Arsenal Building G","https://www.usgbc.org/projects/arsenal-building-g","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v4",""
"3 Van de Graaff - Recertification","https://www.usgbc.org/projects/3-van-de-graaff-recertification","","Burlington","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"New Early Childhood Education Center","https://www.usgbc.org/projects/new-early-childhood-education-center","","Dedham","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"75-101 Federal Street","https://www.usgbc.org/projects/75101-federal-street","7 Nov 2017","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
