"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"E+ Homes: 226-232 Highland St","https://www.usgbc.org/projects/e-homes-226-232-highland-st-2","21 Jan 2014","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Chelsea Place","https://www.usgbc.org/projects/chelsea-place","7 Nov 2013","Chelsea","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"76 Webster Park","https://www.usgbc.org/projects/76-webster-park","26 Mar 2010","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"76B Webster Park","https://www.usgbc.org/projects/76b-webster-park","26 Mar 2010","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-0","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-1","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-2","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-3","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-4","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-5","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-6","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Maxwell Green Phase 2","https://www.usgbc.org/projects/maxwell-green-phase-2-7","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Parkview Homes (Fully Accessible Unit)","https://www.usgbc.org/projects/parkview-homes-fully-accessible-unit","2 Feb 2012","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Parkview Homes (Single Family)","https://www.usgbc.org/projects/parkview-homes-single-family","2 Feb 2012","Newton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Main Street Extension 2-BR unit (end)","https://www.usgbc.org/projects/main-street-extension-2-br-unit-end","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2-BR unit (end)","https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-0","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2-BR unit (end)","https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-1","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2- BR unit (middle","https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2- BR unit (middle","https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-0","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2- BR unit (middle","https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-1","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2- BR unit (middle","https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-2","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 3-BR unit","https://www.usgbc.org/projects/main-street-extension-3-br-unit","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 2-BR unit (end)","https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-2","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Main Street Extension 3-BR unit","https://www.usgbc.org/projects/main-street-extension-3-br-unit-0","21 Dec 2010","Harwich","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Rural Development 2BR","https://www.usgbc.org/projects/rural-development-2br","21 May 2009","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Rural Development 2BR","https://www.usgbc.org/projects/rural-development-2br-0","11 Apr 2010","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Rural Development 3BR large","https://www.usgbc.org/projects/rural-development-3br-large","21 May 2009","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Rural Development 3BR large","https://www.usgbc.org/projects/rural-development-3br-large-0","11 Apr 2010","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Rural Development 4BR","https://www.usgbc.org/projects/rural-development-4br","11 Apr 2010","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase One Townhomes","https://www.usgbc.org/projects/old-colony-phase-one-townhomes-0","5 Jun 2012","South Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase One Townhomes","https://www.usgbc.org/projects/old-colony-phase-one-townhomes-1","5 Jun 2012","South Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Old Colony Phase One Townhomes","https://www.usgbc.org/projects/old-colony-phase-one-townhomes-2","5 Jun 2012","South Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"BHA Cathedral-1486 Washington Street","https://www.usgbc.org/projects/bha-cathedral-1486-washington-street-0","31 Dec 2012","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Harvard Law School Gannett House","https://www.usgbc.org/projects/harvard-law-school-gannett-house","1 Apr 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Veolia Energy Boston","https://www.usgbc.org/projects/veolia-energy-boston","2 Apr 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"UMass Amherst LCC Dining Services Renov","https://www.usgbc.org/projects/umass-amherst-lcc-dining-services-renov","","Amherst","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Dearborn 6-12 STEM/Early College Academy","https://www.usgbc.org/projects/dearborn-6-12-stemearly-college-academy","","Roxbury","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"Sanofi-Aventis","https://www.usgbc.org/projects/sanofi-aventis","10 Apr 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Bartlett Place","https://www.usgbc.org/projects/bartlett-place-0","","Roxbury","Massachusetts [MA]","United States [us]","Neighborhood Development plan","v2009",""
"FM Global Office Norwood","https://www.usgbc.org/projects/fm-global-office-norwood","15 Apr 2014","Norwood","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Wellesley Office Park","https://www.usgbc.org/projects/wellesley-office-park","","Wellesley","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Residence Inn Needham","https://www.usgbc.org/projects/residence-inn-needham","24 Apr 2014","Needham","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Parcel I at Fan Pier","https://www.usgbc.org/projects/parcel-i-fan-pier-0","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"23 Frontage Road","https://www.usgbc.org/projects/23-frontage-road","1 May 2014","Andover","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Certified"
"TD Bank - Boston MA - 250 Cambridge St","https://www.usgbc.org/projects/td-bank-boston-ma-250-cambridge-st","5 May 2014","Boston","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Gold"
"PwC Boston","https://www.usgbc.org/projects/pwc-boston","","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Pret A Manger - 176 Federal","https://www.usgbc.org/projects/pret-manger-176-federal","","Boston","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009",""
"Starbucks Natick Route 9","https://www.usgbc.org/projects/starbucks-natick-route-9","31 Mar 2014","Natick","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v1.0 pilot","Certified"
"Caleb Dustin Hunking School","https://www.usgbc.org/projects/caleb-dustin-hunking-school","","Haverhill","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"Abington Pre-K / Middle / High School","https://www.usgbc.org/projects/abington-pre-k-middle-high-school","","Abington","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"misc","https://www.usgbc.org/projects/misc","","Somerville","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"20 Wellesley Office Park","https://www.usgbc.org/projects/20-wellesley-office-park","","Wellesley","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Phase 2: Commons at Lincoln","https://www.usgbc.org/projects/phase-2-commons-lincoln","","Lincoln","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Clark Avenue Middle School","https://www.usgbc.org/projects/clark-avenue-middle-school","","Chelsea","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"225 Binney Street Development","https://www.usgbc.org/projects/225-binney-street-development","21 May 2014","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Starbucks North Reading","https://www.usgbc.org/projects/starbucks-north-reading","15 Apr 2014","North Reading-MA","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v1.0 pilot","Certified"
"54/56 Fremont","https://www.usgbc.org/projects/5456-fremont","22 Apr 2014","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"15 Southgate","https://www.usgbc.org/projects/15-southgate","28 Apr 2014","Wellesley","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"EnerNOC Inc Headquarters","https://www.usgbc.org/projects/enernoc-inc-headquarters","27 May 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"North Middlesex Regional High School","https://www.usgbc.org/projects/north-middlesex-regional-high-school","","Townsend","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"AVB Maple Leaf","https://www.usgbc.org/projects/avb-maple-leaf","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Old Colony Phase 2C - Building A","https://www.usgbc.org/projects/old-colony-phase-2c-building","","Boston","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Benchmark Norwood","https://www.usgbc.org/projects/benchmark-norwood","","Norwood","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Benchmark Woburn","https://www.usgbc.org/projects/benchmark-woburn","","Woburn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"1-7 Dalton","https://www.usgbc.org/projects/1-7-dalton","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"8 Newbury Street","https://www.usgbc.org/projects/8-newbury-street","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"Washington Street Boston LP","https://www.usgbc.org/projects/washington-street-boston-lp","4 Jun 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"Cronkhite Renovation","https://www.usgbc.org/projects/cronkhite-renovation","9 Jun 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"BRC1001 DC1 New Tech and Learning Ctr","https://www.usgbc.org/projects/brc1001-dc1-new-tech-and-learning-ctr","","Fall River","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Wellington F17 - Atlantic Wharf Boston","https://www.usgbc.org/projects/wellington-f17-atlantic-wharf-boston","16 Jun 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Harold Donohue Fed Bldg and Cthse","https://www.usgbc.org/projects/harold-donohue-fed-bldg-and-cthse","18 Nov 2013","WORCESTER","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Silver"
"SPRINGFIELD FEDERAL COURT HOUSE","https://www.usgbc.org/projects/springfield-federal-court-house","17 Jun 2014","SPRINGFIELD","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Certified"
"NEC SLPC","https://www.usgbc.org/projects/nec-slpc","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Hostelling International Boston","https://www.usgbc.org/projects/hostelling-international-boston","23 Jun 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"IRS Service Center Modernization","https://www.usgbc.org/projects/irs-service-center-modernization","27 Jun 2014","Andover","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"5 Wall Street","https://www.usgbc.org/projects/5-wall-street","31 Jul 2009","Burlington","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"District Hall at Seaport Square","https://www.usgbc.org/projects/district-hall-seaport-square","27 Jun 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Mt Wachusett CC - Haley New Science Addn","https://www.usgbc.org/projects/mt-wachusett-cc-haley-new-science-addn","","Gardner","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"TNT Eco-Innovation District","https://www.usgbc.org/projects/tnt-eco-innovation-district","","Dorchester","Massachusetts [MA]","United States [us]","Neighborhood Development plan","v2009",""
"Concord Road Corporate Center","https://www.usgbc.org/projects/concord-road-corporate-center-0","10 Jul 2014","Billerica","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Certified"
"UMA Hampshire DC 2012 Renovation","https://www.usgbc.org/projects/uma-hampshire-dc-2012-renovation","10 Jul 2014","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"200 State Recertification","https://www.usgbc.org/projects/200-state-recertification","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"HMS TMEC Clinical Skills Area Renovation","https://www.usgbc.org/projects/hms-tmec-clinical-skills-area-renovation","14 Jul 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"10 Guest Street","https://www.usgbc.org/projects/10-guest-street","","Brighton","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"New Classroom Wing Addition","https://www.usgbc.org/projects/new-classroom-wing-addition","","Amherst","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"75 State Street RECERTIFICATION","https://www.usgbc.org/projects/75-state-street-recertification","18 Jul 2014","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Platinum"
"Aloft Hotel","https://www.usgbc.org/projects/aloft-hotel","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Element Hotel","https://www.usgbc.org/projects/element-hotel-3","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Athol Public Library Renovation/Addition","https://www.usgbc.org/projects/athol-public-library-renovationaddition","21 Jul 2014","Athol","Massachusetts [MA]","United States [us]","New Construction","v2.2","Platinum"
"Parcel B at Fan Pier","https://www.usgbc.org/projects/parcel-b-fan-pier","22 Jul 2014","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"Parcel A at Fan Pier","https://www.usgbc.org/projects/parcel-fan-pier","23 Jul 2014","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"MGH Institute of Health Professions","https://www.usgbc.org/projects/mgh-institute-health-professions-0","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Millis Public Library","https://www.usgbc.org/projects/millis-public-library","31 Jul 2014","Millis","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"Westwood Public Library","https://www.usgbc.org/projects/westwood-public-library","1 Aug 2014","Westwood","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"Kendrick Place","https://www.usgbc.org/projects/kendrick-place","","Amherst","Massachusetts [MA]","United States [us]","Homes","v2008",""
"67 Union St Nantucket","https://www.usgbc.org/projects/67-union-st-nantucket","27 May 2011","Nantucket","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"West Brookline St 181","https://www.usgbc.org/projects/west-brookline-st-181","5 Apr 2010","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Village Hill Pearson Res'd","https://www.usgbc.org/projects/village-hill-pearson-resd","","Northampton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Kelsey & Wright House Village Hill","https://www.usgbc.org/projects/kelsey-wright-house-village-hill","21 May 2012","Northampton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-2","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-3","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-4","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-5","","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Townsend Woods HUD 202 Senior Housing","https://www.usgbc.org/projects/townsend-woods-hud-202-senior-housing","4 May 2012","Townsend","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Avakian & Ayres Res'd Village Hill","https://www.usgbc.org/projects/avakian-ayres-resd-village-hill","21 May 2012","Northhampton","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"63 Melcher LLC","https://www.usgbc.org/projects/63-melcher-llc","7 Jun 2013","Boston","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"16 32 37 Solar Way","https://www.usgbc.org/projects/16-32-37-solar-way","","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008",""
"18 30 35 Solar Way","https://www.usgbc.org/projects/18-30-35-solar-way","","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008",""
"41 51 71 Solar Way","https://www.usgbc.org/projects/41-51-71-solar-way","","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008",""
"41 51 71 Solar Way","https://www.usgbc.org/projects/41-51-71-solar-way-0","","Greenfield","Massachusetts [MA]","United States [us]","Homes","v2008",""
"The Victor","https://www.usgbc.org/projects/victor","7 Aug 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"UMA1201 DC1-UMA Physical Sciences Bldg","https://www.usgbc.org/projects/uma1201-dc1-uma-physical-sciences-bldg","","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Catherine Street","https://www.usgbc.org/projects/catherine-street","16 Jul 2014","Jamaica Plain","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"400 Crown Colony","https://www.usgbc.org/projects/400-crown-colony-0","","Quincy","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Ames Shovel Works- Building 3, Unit 102","https://www.usgbc.org/projects/ames-shovel-works-building-3-unit-102","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Ames Shovel Works- Building 3, Unit 103","https://www.usgbc.org/projects/ames-shovel-works-building-3-unit-103","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Ames Shovel Works- Building 3, Unit 104","https://www.usgbc.org/projects/ames-shovel-works-building-3-unit-104","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Ames Shovel Works- Building 3, Unit 105","https://www.usgbc.org/projects/ames-shovel-works-building-3-unit-105","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Ames Shovel Works- Building 6, Unit 102","https://www.usgbc.org/projects/ames-shovel-works-building-6-unit-102","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Ames Shovel Works- Building 6, Unit 103","https://www.usgbc.org/projects/ames-shovel-works-building-6-unit-103","","Easton","Massachusetts [MA]","United States [us]","Homes","v2008",""
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-0","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"The Residences of Max Pac Square LLC","https://www.usgbc.org/projects/residences-max-pac-square-llc-1","18 Jul 2013","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"HealthSouth Rehab Hospital of Ludlow MA","https://www.usgbc.org/projects/healthsouth-rehab-hospital-ludlow-ma","20 Aug 2014","Ludlow","Massachusetts [MA]","United States [us]","Healthcare","v2009","Gold"
"Mercy MC Sr Caritas Cancer Center Exp","https://www.usgbc.org/projects/mercy-mc-sr-caritas-cancer-center-exp","","Springfield","Massachusetts [MA]","United States [us]","Healthcare","v2009",""
"Rice Silk Mill","https://www.usgbc.org/projects/rice-silk-mill","7 Feb 2014","Pittsfield","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"Highland Terrace","https://www.usgbc.org/projects/highland-terrace-0","6 Mar 2014","Chelsea","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Highland Terrace","https://www.usgbc.org/projects/highland-terrace-1","6 Mar 2014","Chelsea","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Highland Terrace","https://www.usgbc.org/projects/highland-terrace-2","6 Mar 2014","Chelsea","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"22 Demar Road","https://www.usgbc.org/projects/22-demar-road","6 May 2014","Lexington","Massachusetts [MA]","United States [us]","Homes","v2008","Certified"
"1-7 Brattle Cricle","https://www.usgbc.org/projects/1-7-brattle-cricle","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle-0","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle-1","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle-2","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle-3","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"1-7 Brattle Circle","https://www.usgbc.org/projects/1-7-brattle-circle-4","7 Mar 2014","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"123 Montague Road Sylvia Residence","https://www.usgbc.org/projects/123-montague-road-sylvia-residence","7 Aug 2014","Wendell","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Hyde Park, MA","https://www.usgbc.org/projects/hyde-park-ma","26 Aug 2014","Hyde Park","Massachusetts [MA]","United States [us]","Retail - New Construction","v1.0 pilot","Silver"
"Hyannis, MA","https://www.usgbc.org/projects/hyannis-ma","26 Aug 2014","Barnstable","Massachusetts [MA]","United States [us]","Retail - New Construction","v1.0 pilot","Silver"
"Wayland, MA","https://www.usgbc.org/projects/wayland-ma","26 Aug 2014","Wayland","Massachusetts [MA]","United States [us]","Retail - New Construction","v1.0 pilot","Silver"
"Boston Public Library East Boston Branch","https://www.usgbc.org/projects/boston-public-library-east-boston-branch","27 Aug 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Nocera Lab - Harvard FAS","https://www.usgbc.org/projects/nocera-lab-harvard-fas","27 Aug 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Landmark Center","https://www.usgbc.org/projects/landmark-center","28 Aug 2014","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"Cambridge Center Expansion","https://www.usgbc.org/projects/cambridge-center-expansion","29 Aug 2014","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Compass BOS I-A Data Center","https://www.usgbc.org/projects/compass-bos-i-data-center","29 Aug 2014","Northborough","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"120 Rindge Ave","https://www.usgbc.org/projects/120-rindge-ave","18 Aug 2014","Cambridge","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Platinum"
"124 Rindge Ave","https://www.usgbc.org/projects/124-rindge-ave","18 Aug 2014","Cambridge","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Platinum"
"Boston University School of Theology","https://www.usgbc.org/projects/boston-university-school-theology","2 Sep 2014","Boston MA","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Williamstown Youth Center","https://www.usgbc.org/projects/williamstown-youth-center","5 Sep 2014","Williamstown","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Starbucks Medfield","https://www.usgbc.org/projects/starbucks-medfield","9 Sep 2014","Medfield","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Certified"
"Iron Mountain One Federal 6-7","https://www.usgbc.org/projects/iron-mountain-one-federal-6-7","11 Sep 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Central Utility Plant NSMC","https://www.usgbc.org/projects/central-utility-plant-nsmc","12 Sep 2014","Salem","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"161 Worcester Road","https://www.usgbc.org/projects/161-worcester-road","12 Sep 2014","Framingham","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Certified"
"Winchester Hospital - Phase 2","https://www.usgbc.org/projects/winchester-hospital-phase-2","15 Sep 2014","Winchester","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Taylor at Sea lab","https://www.usgbc.org/projects/taylor-sea-lab","","New Bedford","Massachusetts [MA]","United States [us]","New Construction","v4",""
"480 Arsenal","https://www.usgbc.org/projects/480-arsenal","","Watertown","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Codman Academy K1-8 Charter School","https://www.usgbc.org/projects/codman-academy-k1-8-charter-school","","Dorchester","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"159 First St","https://www.usgbc.org/projects/159-first-st-0","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v4",""
"NIKE Factory Store: Assembly Row","https://www.usgbc.org/projects/nike-factory-store-assembly-row","1 Oct 2014","Somerville","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Platinum"
"Massport Green Bus Depot","https://www.usgbc.org/projects/massport-green-bus-depot","2 Oct 2014","East Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"HKS Starr Auditorium","https://www.usgbc.org/projects/hks-starr-auditorium","6 Oct 2014","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Pioneer Valley Transit Authority","https://www.usgbc.org/projects/pioneer-valley-transit-authority","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Norton High School","https://www.usgbc.org/projects/norton-high-school","8 Oct 2014","Norton","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Silver"
"Homewood Suites Chelsea","https://www.usgbc.org/projects/homewood-suites-chelsea","","Chelsea","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Burlington Summit","https://www.usgbc.org/projects/burlington-summit","","Burlington","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
