,Path,Certification date,City,State,Country,Rating system,Version,Certification level
1-7 Brattle Cricle,https://www.usgbc.org/projects/1-7-brattle-cricle,7-Mar-14,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
1-7 Brattle Circle,https://www.usgbc.org/projects/1-7-brattle-circle,7-Mar-14,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
22 Demar Road,https://www.usgbc.org/projects/22-demar-road,6-May-14,Lexington,Massachusetts [MA],United States [us],Homes,v2008,Certified
Highland Terrace,https://www.usgbc.org/projects/highland-terrace-2,6-Mar-14,Chelsea,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Highland Terrace,https://www.usgbc.org/projects/highland-terrace-0,6-Mar-14,Chelsea,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Highland Terrace,https://www.usgbc.org/projects/highland-terrace-1,6-Mar-14,Chelsea,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rice Silk Mill,https://www.usgbc.org/projects/rice-silk-mill,7-Feb-14,Pittsfield,Massachusetts [MA],United States [us],Homes,v2008,Silver
HealthSouth Rehab Hospital of Ludlow MA,https://www.usgbc.org/projects/healthsouth-rehab-hospital-ludlow-ma,20-Aug-14,Ludlow,Massachusetts [MA],United States [us],Healthcare,v2009,Gold
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc-1,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc-0,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Catherine Street,https://www.usgbc.org/projects/catherine-street,16-Jul-14,Jamaica Plain,Massachusetts [MA],United States [us],Homes,v2008,Platinum
The Victor,https://www.usgbc.org/projects/victor,7-Aug-14,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
63 Melcher LLC,https://www.usgbc.org/projects/63-melcher-llc,7-Jun-13,Boston,Massachusetts [MA],United States [us],Homes,v2008,Gold
Avakian & Ayres Res'd Village Hill,https://www.usgbc.org/projects/avakian-ayres-resd-village-hill,21-May-12,Northhampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Townsend Woods HUD 202 Senior Housing,https://www.usgbc.org/projects/townsend-woods-hud-202-senior-housing,4-May-12,Townsend,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc-4,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc-2,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc-3,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Residences of Max Pac Square LLC,https://www.usgbc.org/projects/residences-max-pac-square-llc,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Kelsey & Wright House Village Hill,https://www.usgbc.org/projects/kelsey-wright-house-village-hill,21-May-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
West Brookline St 181,https://www.usgbc.org/projects/west-brookline-st-181,5-Apr-10,Boston,Massachusetts [MA],United States [us],Homes,v2008,Silver
67 Union St Nantucket,https://www.usgbc.org/projects/67-union-st-nantucket,27-May-11,Nantucket,Massachusetts [MA],United States [us],Homes,v2008,Gold
Westwood Public Library,https://www.usgbc.org/projects/westwood-public-library,1-Aug-14,Westwood,Massachusetts [MA],United States [us],New Construction,v2009,Certified
Millis Public Library,https://www.usgbc.org/projects/millis-public-library,31-Jul-14,Millis,Massachusetts [MA],United States [us],New Construction,v2009,Certified
Parcel A at Fan Pier,https://www.usgbc.org/projects/parcel-fan-pier,23-Jul-14,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Parcel B at Fan Pier,https://www.usgbc.org/projects/parcel-b-fan-pier,22-Jul-14,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Athol Public Library Renovation/Addition,https://www.usgbc.org/projects/athol-public-library-renovationaddition,21-Jul-14,Athol,Massachusetts [MA],United States [us],New Construction,v2.2,Platinum
75 State Street RECERTIFICATION,https://www.usgbc.org/projects/75-state-street-recertification,18-Jul-14,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Platinum
HMS TMEC Clinical Skills Area Renovation,https://www.usgbc.org/projects/hms-tmec-clinical-skills-area-renovation,14-Jul-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
UMA Hampshire DC 2012 Renovation,https://www.usgbc.org/projects/uma-hampshire-dc-2012-renovation,10-Jul-14,Amherst,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Concord Road Corporate Center,https://www.usgbc.org/projects/concord-road-corporate-center-0,10-Jul-14,Billerica,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
District Hall at Seaport Square,https://www.usgbc.org/projects/district-hall-seaport-square,27-Jun-14,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Silver
5 Wall Street,https://www.usgbc.org/projects/5-wall-street,31-Jul-09,Burlington,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
IRS Service Center Modernization,https://www.usgbc.org/projects/irs-service-center-modernization,27-Jun-14,Andover,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Hostelling International Boston,https://www.usgbc.org/projects/hostelling-international-boston,23-Jun-14,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Silver
SPRINGFIELD FEDERAL COURT HOUSE,https://www.usgbc.org/projects/springfield-federal-court-house,17-Jun-14,SPRINGFIELD,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Harold Donohue Fed Bldg and Cthse,https://www.usgbc.org/projects/harold-donohue-fed-bldg-and-cthse,18-Nov-13,WORCESTER,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Wellington F17 - Atlantic Wharf Boston,https://www.usgbc.org/projects/wellington-f17-atlantic-wharf-boston,16-Jun-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Cronkhite Renovation,https://www.usgbc.org/projects/cronkhite-renovation,9-Jun-14,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Washington Street Boston LP,https://www.usgbc.org/projects/washington-street-boston-lp,4-Jun-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
EnerNOC Inc Headquarters,https://www.usgbc.org/projects/enernoc-inc-headquarters,27-May-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
15 Southgate,https://www.usgbc.org/projects/15-southgate,28-Apr-14,Wellesley,Massachusetts [MA],United States [us],Homes,v2008,Silver
54/56 Fremont,https://www.usgbc.org/projects/5456-fremont,22-Apr-14,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Gold
Starbucks North Reading,https://www.usgbc.org/projects/starbucks-north-reading,15-Apr-14,North Reading-MA,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
225 Binney Street Development,https://www.usgbc.org/projects/225-binney-street-development,21-May-14,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Starbucks Natick Route 9,https://www.usgbc.org/projects/starbucks-natick-route-9,31-Mar-14,Natick,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
TD Bank - Boston MA - 250 Cambridge St,https://www.usgbc.org/projects/td-bank-boston-ma-250-cambridge-st,5-May-14,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v2009,Gold
23 Frontage Road,https://www.usgbc.org/projects/23-frontage-road,1-May-14,Andover,Massachusetts [MA],United States [us],Core and Shell,v2009,Certified
Residence Inn Needham,https://www.usgbc.org/projects/residence-inn-needham,24-Apr-14,Needham,Massachusetts [MA],United States [us],New Construction,v2009,Gold
FM Global Office Norwood,https://www.usgbc.org/projects/fm-global-office-norwood,15-Apr-14,Norwood,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Sanofi-Aventis,https://www.usgbc.org/projects/sanofi-aventis,10-Apr-14,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Veolia Energy Boston,https://www.usgbc.org/projects/veolia-energy-boston,2-Apr-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Harvard Law School Gannett House,https://www.usgbc.org/projects/harvard-law-school-gannett-house,1-Apr-14,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
BHA Cathedral-1486 Washington Street,https://www.usgbc.org/projects/bha-cathedral-1486-washington-street-0,31-Dec-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase One Townhomes,https://www.usgbc.org/projects/old-colony-phase-one-townhomes-1,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase One Townhomes,https://www.usgbc.org/projects/old-colony-phase-one-townhomes-2,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase One Townhomes,https://www.usgbc.org/projects/old-colony-phase-one-townhomes-0,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rural Development 3BR large,https://www.usgbc.org/projects/rural-development-3br-large-0,11-Apr-10,Greenfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rural Development 4BR,https://www.usgbc.org/projects/rural-development-4br,11-Apr-10,Greenfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rural Development 2BR,https://www.usgbc.org/projects/rural-development-2br,21-May-09,Greenfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rural Development 2BR,https://www.usgbc.org/projects/rural-development-2br-0,11-Apr-10,Greenfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Rural Development 3BR large,https://www.usgbc.org/projects/rural-development-3br-large,21-May-09,Greenfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 3-BR unit,https://www.usgbc.org/projects/main-street-extension-3-br-unit-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2- BR unit (middle,https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-2,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 3-BR unit,https://www.usgbc.org/projects/main-street-extension-3-br-unit,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2-BR unit (end),https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-2,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2- BR unit (middle,https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2-BR unit (end),https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2-BR unit (end),https://www.usgbc.org/projects/main-street-extension-2-br-unit-end-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2- BR unit (middle,https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2- BR unit (middle,https://www.usgbc.org/projects/main-street-extension-2-br-unit-middle-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Main Street Extension 2-BR unit (end),https://www.usgbc.org/projects/main-street-extension-2-br-unit-end,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Parkview Homes (Single Family),https://www.usgbc.org/projects/parkview-homes-single-family,2-Feb-12,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Parkview Homes (Fully Accessible Unit),https://www.usgbc.org/projects/parkview-homes-fully-accessible-unit,2-Feb-12,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-5,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-6,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-7,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-2,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-3,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-4,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-0,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Maxwell Green Phase 2,https://www.usgbc.org/projects/maxwell-green-phase-2-1,18-Jul-13,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
76B Webster Park,https://www.usgbc.org/projects/76b-webster-park,26-Mar-10,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
76 Webster Park,https://www.usgbc.org/projects/76-webster-park,26-Mar-10,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Chelsea Place,https://www.usgbc.org/projects/chelsea-place,7-Nov-13,Chelsea,Massachusetts [MA],United States [us],Homes,v2008,Silver
E+ Homes: 226-232 Highland St,https://www.usgbc.org/projects/e-homes-226-232-highland-st-0,21-Jan-14,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
E+ Homes: 226-232 Highland St,https://www.usgbc.org/projects/e-homes-226-232-highland-st-1,21-Jan-14,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
E+ Homes: 226-232 Highland St,https://www.usgbc.org/projects/e-homes-226-232-highland-st-2,21-Jan-14,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
E+ Homes: 226-232 Highland St,https://www.usgbc.org/projects/e-homes-226-232-highland-st,21-Jan-14,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
McCarthey Village II Modular,https://www.usgbc.org/projects/mccarthey-village-ii-modular,6-Nov-13,Acton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Siedman/Fuson,https://www.usgbc.org/projects/siedmanfuson,18-Jul-13,Oak Bluffs,Massachusetts [MA],United States [us],Homes,v2008,Silver
Martin Residence,https://www.usgbc.org/projects/martin-residence,6-Jul-12,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
Gray Residence,https://www.usgbc.org/projects/gray-residence-0,29-May-12,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Element,https://www.usgbc.org/projects/element,19-Feb-13,Boston,Massachusetts [MA],United States [us],Homes,v2008,Gold
Castle Square Apartments,https://www.usgbc.org/projects/castle-square-apartments-0,10-Oct-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
32 B Bromfield Duplex,https://www.usgbc.org/projects/32-b-bromfield-duplex,8-May-12,Newburyport,Massachusetts [MA],United States [us],Homes,v2008,Silver
3 Beechwood at Village Hill,https://www.usgbc.org/projects/3-beechwood-village-hill,3-Apr-13,Northamptom,Massachusetts [MA],United States [us],Homes,v2008,Silver
1 Beechwood at Village Hill,https://www.usgbc.org/projects/1-beechwood-village-hill,3-Apr-13,Northamptom,Massachusetts [MA],United States [us],Homes,v2008,Gold
2 Beechwood at Village Hill,https://www.usgbc.org/projects/2-beechwood-village-hill,3-Apr-13,Northamptom,Massachusetts [MA],United States [us],Homes,v2008,Silver
Hayden Building,https://www.usgbc.org/projects/hayden-building,18-Sep-13,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Putnam Green,https://www.usgbc.org/projects/putnam-green,27-Feb-13,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Pers-Faytell Residence,https://www.usgbc.org/projects/pers-faytell-residence,16-Nov-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Platinum
15 Hawthorn St,https://www.usgbc.org/projects/15-hawthorn-st,26-Sep-12,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Gold
Boltwood Place,https://www.usgbc.org/projects/boltwood-place,4-Oct-12,Amherst,Massachusetts [MA],United States [us],Homes,v2008,Gold
BHA Cathedral-609 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-609-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-603 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-603-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-605 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-605-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-607 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-607-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-35 Msgr Reynolds Way,https://www.usgbc.org/projects/bha-cathedral-35-msgr-reynolds-way,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-599 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-599-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-601 Harrison Ave,https://www.usgbc.org/projects/bha-cathedral-601-harrison-ave,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-1486 Washington Street,https://www.usgbc.org/projects/bha-cathedral-1486-washington-street,31-Dec-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-31 Msgr Reynolds Way,https://www.usgbc.org/projects/bha-cathedral-31-msgr-reynolds-way,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
BHA Cathedral-33 & 37 Msgr Reynolds Way,https://www.usgbc.org/projects/bha-cathedral-33-37-msgr-reynolds-way,31-Dec-12,Roxbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Canal Lofts,https://www.usgbc.org/projects/canal-lofts,18-May-12,Worcester,Massachusetts [MA],United States [us],Homes,v2008,Gold
Oliver Lofts,https://www.usgbc.org/projects/oliver-lofts,1-May-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Sea Shell Village Phase I,https://www.usgbc.org/projects/sea-shell-village-phase-i-2,9-Dec-10,Sandwich,Massachusetts [MA],United States [us],Homes,v2008,Gold
Sea Shell Village - Phase I,https://www.usgbc.org/projects/sea-shell-village-phase-i,9-Dec-10,Sandwich,Massachusetts [MA],United States [us],Homes,v2008,Gold
Sea Shell Village Phase I,https://www.usgbc.org/projects/sea-shell-village-phase-i-0,9-Dec-10,Sandwich,Massachusetts [MA],United States [us],Homes,v2008,Gold
Sea Shell Village Phase I,https://www.usgbc.org/projects/sea-shell-village-phase-i-1,9-Dec-10,Sandwich,Massachusetts [MA],United States [us],Homes,v2008,Gold
Sea Shell Village - Phase II,https://www.usgbc.org/projects/sea-shell-village-phase-ii,9-Dec-10,Sandwich,Massachusetts [MA],United States [us],Homes,v2008,Silver
Village Hill,https://www.usgbc.org/projects/village-hill-5,10-Apr-09,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Certified
Village Hill,https://www.usgbc.org/projects/village-hill-6,10-Apr-09,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Old Colony Phase One Townhomes,https://www.usgbc.org/projects/old-colony-phase-one-townhomes,5-Jun-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Old Colony Phase One Midrise Building,https://www.usgbc.org/projects/old-colony-phase-one-midrise-building,5-Jun-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Building 14 at Plant Court,https://www.usgbc.org/projects/building-14-plant-court,19-Oct-12,Boston,Massachusetts [MA],United States [us],Homes,v2008,Gold
Village Hill,https://www.usgbc.org/projects/village-hill-3,3-Apr-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Village Hill,https://www.usgbc.org/projects/village-hill-4,21-May-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Village Hill,https://www.usgbc.org/projects/village-hill-1,10-Apr-09,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Village Hill,https://www.usgbc.org/projects/village-hill-2,3-Apr-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Barstow Village,https://www.usgbc.org/projects/barstow-village,26-Sep-12,Hanover,Massachusetts [MA],United States [us],Homes,v2008,Gold
Brookridge Lot 8,https://www.usgbc.org/projects/brookridge-lot-8,30-May-13,Pittsfield,Massachusetts [MA],United States [us],Homes,v2008,Certified
Christian Hill Residence,https://www.usgbc.org/projects/christian-hill-residence,30-May-13,Great Barrington,Massachusetts [MA],United States [us],Homes,v2008,Certified
55 Valentine St. Residence,https://www.usgbc.org/projects/55-valentine-st-residence,5-Apr-12,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Village Hill,https://www.usgbc.org/projects/village-hill-0,3-Apr-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Village Hill,https://www.usgbc.org/projects/village-hill,12-Jan-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Certified
Village Hill Townhouse B,https://www.usgbc.org/projects/village-hill-townhouse-b,7-Mar-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Duplex Newburyport Bromfield,https://www.usgbc.org/projects/duplex-newburyport-bromfield,8-May-12,Newburyport,Massachusetts [MA],United States [us],Homes,v2008,Silver
Mallett Toaster,https://www.usgbc.org/projects/mallett-toaster,30-Apr-12,Sudbury,Massachusetts [MA],United States [us],Homes,v2008,Gold
Ocean Shores,https://www.usgbc.org/projects/ocean-shores,11-Oct-11,Marshfield,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Treitler Barn,https://www.usgbc.org/projects/treitler-barn,16-Dec-10,Lexington,Massachusetts [MA],United States [us],Homes,v2008,Silver
Putnam Ave Housing,https://www.usgbc.org/projects/putnam-ave-housing,27-Feb-13,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Platinum
3 Norquarta Drive,https://www.usgbc.org/projects/3-norquarta-drive,9-Jul-10,Nantucket,Massachusetts [MA],United States [us],Homes,v2008,Silver
Little Neck Village,https://www.usgbc.org/projects/little-neck-village,6-Jul-11,Marion,Massachusetts [MA],United States [us],Homes,v2008,Gold
Philip Munroe House Restoration,https://www.usgbc.org/projects/philip-munroe-house-restoration,20-Aug-10,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
Levedo Building,https://www.usgbc.org/projects/levedo-building,3-Aug-11,Boston,Massachusetts [MA],United States [us],Homes,v2008,Silver
McClintick Residence,https://www.usgbc.org/projects/mcclintick-residence,18-Aug-11,Belmont,Massachusetts [MA],United States [us],Homes,v2008,Certified
NEEDHAM-5 Bancroft,https://www.usgbc.org/projects/needham-5-bancroft,7-May-13,Needham,Massachusetts [MA],United States [us],Homes,v2008,Gold
hawk lane development corporation,https://www.usgbc.org/projects/hawk-lane-development-corporation,9-Jun-11,Lexington,Massachusetts [MA],United States [us],Homes,v2008,Certified
Eastview Townhouse at Village Hill,https://www.usgbc.org/projects/eastview-townhouse-village-hill-2,7-Mar-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Eastview Townhouse at Village Hill,https://www.usgbc.org/projects/eastview-townhouse-village-hill,7-Mar-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Silver
Eastview Townhouse at Village Hill,https://www.usgbc.org/projects/eastview-townhouse-village-hill-0,1-Mar-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Eastview Townhouse at Village Hill,https://www.usgbc.org/projects/eastview-townhouse-village-hill-1,7-Mar-11,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Lewis Residence,https://www.usgbc.org/projects/lewis-residence-0,2-Feb-11,Centerville,Massachusetts [MA],United States [us],Homes,v2008,Gold
Porter residence,https://www.usgbc.org/projects/porter-residence,21-May-10,Holliston,Massachusetts [MA],United States [us],Homes,v2008,Silver
Wilber School Apartments,https://www.usgbc.org/projects/wilber-school-apartments,4-Oct-10,Sharon,Massachusetts [MA],United States [us],Homes,v2008,Gold
95 -97 Pine St,https://www.usgbc.org/projects/95-97-pine-st,19-Sep-11,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Chilton House,https://www.usgbc.org/projects/chilton-house,13-Apr-10,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
Foulds Residence,https://www.usgbc.org/projects/foulds-residence,21-Dec-10,Concord,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Bird & Peterson,https://www.usgbc.org/projects/bird-peterson,11-Apr-11,Leverett,Massachusetts [MA],United States [us],Homes,v2008,Gold
Cohasset LEED Home,https://www.usgbc.org/projects/cohasset-leed-home,5-Feb-10,Cohasset,Massachusetts [MA],United States [us],Homes,v2008,Silver
250 State Road,https://www.usgbc.org/projects/250-state-road-6,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Shore Road,https://www.usgbc.org/projects/shore-road-0,6-Jan-10,Truro,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-4,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-5,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-1,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-2,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-3,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
250 State Road,https://www.usgbc.org/projects/250-state-road-0,10-May-10,West Tisbury,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Locust Hill Rd.,https://www.usgbc.org/projects/locust-hill-rd,27-Apr-10,Great Barrington,Massachusetts [MA],United States [us],Homes,v2008,Silver
2 Clarendon Street,https://www.usgbc.org/projects/2-clarendon-street,9-Jul-10,Nantucket,Massachusetts [MA],United States [us],Homes,v2008,Silver
Elm Place,https://www.usgbc.org/projects/elm-place,20-Dec-11,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Green on Green,https://www.usgbc.org/projects/green-green,26-Apr-10,Oak Bluffs,Massachusetts [MA],United States [us],Homes,v2008,Gold
201 Pearl St.,https://www.usgbc.org/projects/201-pearl-st,22-Sep-10,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
14 Kewadin,https://www.usgbc.org/projects/14-kewadin,3-Apr-09,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
