,Path,Certification date,City,State,Country,Rating system,Version,Certification level
White Street Fire Station,https://www.usgbc.org/projects/white-street-fire-station,10-May-11,Springfield,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
IFAW Headquarters,https://www.usgbc.org/projects/ifaw-headquarters,19-Oct-08,Yarmouthport,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Federal Reserve Bank of Boston,https://www.usgbc.org/projects/federal-reserve-bank-boston,23-May-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Gold
Beacon Capital Partners Office Project,https://www.usgbc.org/projects/beacon-capital-partners-office-project,16-Aug-07,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"Autodesk, Boston",https://www.usgbc.org/projects/autodesk-boston,21-Oct-09,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
North and South Academic Buildings,https://www.usgbc.org/projects/north-and-south-academic-buildings,10-Aug-09,Williamstown,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
10 Akron Street,https://www.usgbc.org/projects/10-akron-street,23-Feb-09,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
50 Sylvan Rd,https://www.usgbc.org/projects/50-sylvan-rd,2-May-12,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Verizon Technology Center,https://www.usgbc.org/projects/verizon-technology-center,4-Sep-12,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Chelmsford Relocation,https://www.usgbc.org/projects/chelmsford-relocation,28-Feb-12,Chelmsford,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
Harvard Medical International,https://www.usgbc.org/projects/harvard-medical-international,16-Feb-11,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Zero Arrow Street,https://www.usgbc.org/projects/zero-arrow-street,11-Aug-05,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
15 Crosby Drive,https://www.usgbc.org/projects/15-crosby-drive,23-Sep-10,Bedford,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Stop and Shop Roslindale,https://www.usgbc.org/projects/stop-and-shop-roslindale,5-Sep-12,Boston,Massachusetts [MA],United States [us],Retail - New Construction,v1.0 pilot,Certified
3 Van de Graaff,https://www.usgbc.org/projects/3-van-de-graaff,21-Sep-12,Burlington,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
"Shaw's Superstore, Worcester, MA",https://www.usgbc.org/projects/shaws-superstore-worcester-ma,1-Sep-05,Worcester,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Whitin Observatory Renovation & Addition,https://www.usgbc.org/projects/whitin-observatory-renovation-addition,22-Nov-11,Wellesley,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
150 Boylston Street,https://www.usgbc.org/projects/150-boylston-street,7-Dec-07,Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
777 West Street - Building 5,https://www.usgbc.org/projects/777-west-street-building-5,4-Jun-12,Mansfield,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Stony Brook Office Park,https://www.usgbc.org/projects/stony-brook-office-park,10-Dec-10,Waltham,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
Clark University Lasry Center for Biosci,https://www.usgbc.org/projects/clark-university-lasry-center-biosci,28-Sep-07,Worcester,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
PAREXEL_195 West Street,https://www.usgbc.org/projects/parexel195-west-street,25-Aug-10,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
Whittier Street Health Center,https://www.usgbc.org/projects/whittier-street-health-center,19-Sep-12,Roxbury,Massachusetts [MA],United States [us],New Construction,v2009,Silver
InterGen Headquarters,https://www.usgbc.org/projects/intergen-headquarters,30-Aug-04,Burlington,Massachusetts [MA],United States [us],Commercial Interiors,v1.0 pilot,Certified
Taunton Trial Court,https://www.usgbc.org/projects/taunton-trial-court,26-Jul-12,Taunton,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Women and Public Policy - HKS,https://www.usgbc.org/projects/women-and-public-policy-hks,2-Apr-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
GUND Partnership Studio Renovation,https://www.usgbc.org/projects/gund-partnership-studio-renovation,12-Nov-08,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
"TABOR ACADEMY, SCIENCE AND MATH CENTER",https://www.usgbc.org/projects/tabor-academy-science-and-math-center,14-May-09,Marion,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
90 Mt Auburn St,https://www.usgbc.org/projects/90-mt-auburn-st,8-Aug-07,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Blue Cross Blue Shield of Massachusetts,https://www.usgbc.org/projects/blue-cross-blue-shield-massachusetts,25-Sep-06,North Quincy,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
RREEF - Riverfront Office Park,https://www.usgbc.org/projects/rreef-riverfront-office-park-0,22-Nov-11,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
Boston Chinatown Neighborhood Center Com,https://www.usgbc.org/projects/boston-chinatown-neighborhood-center-com,12-Jul-06,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v1.0 pilot,Silver
Flavin Architects 175 Portland Street,https://www.usgbc.org/projects/flavin-architects-175-portland-street,16-Nov-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Clark University Blackstone Hall,https://www.usgbc.org/projects/clark-university-blackstone-hall,16-Jun-08,Worcester,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
40 Sylvan Rd.,https://www.usgbc.org/projects/40-sylvan-rd,2-Sep-09,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2.0,Platinum
Griswold Hall,https://www.usgbc.org/projects/griswold-hall,19-Feb-09,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Platinum
TD Bank - Melrose MA - 478 Main Street,https://www.usgbc.org/projects/td-bank-melrose-ma-478-main-street,24-May-12,Melrose,Massachusetts [MA],United States [us],New Construction,v2009,Gold
179 Lincoln Street,https://www.usgbc.org/projects/179-lincoln-street,30-Jun-09,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Silver
Provincetown Art Association and Museum,https://www.usgbc.org/projects/provincetown-art-association-and-museum,21-Jul-06,Provincetown,Massachusetts [MA],United States [us],New Construction,v2.1,Silver
P-135V NMCB 27 Facilities Reserve,https://www.usgbc.org/projects/p-135v-nmcb-27-facilities-reserve,10-Aug-11,Chicopee,Massachusetts [MA],United States [us],New Construction,v2.2,Certified
200 Rivers Edge Drive,https://www.usgbc.org/projects/200-rivers-edge-drive,12-Nov-09,Medford,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Russell Field House,https://www.usgbc.org/projects/russell-field-house,24-Nov-08,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Manulife Financial,https://www.usgbc.org/projects/manulife-financial,27-Nov-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
Artists for Humanity EpiCenter,https://www.usgbc.org/projects/artists-humanity-epicenter,13-Oct-05,Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Platinum
Arlington Village Shops,https://www.usgbc.org/projects/arlington-village-shops,10-Jun-11,Arlington,Massachusetts [MA],United States [us],Core and Shell,v2009,Silver
Deutsche Bank Boston,https://www.usgbc.org/projects/deutsche-bank-boston,13-Oct-09,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
100 Cambridge Street,https://www.usgbc.org/projects/100-cambridge-street,1-Mar-11,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Silver
Martha's Vineyard Hospital,https://www.usgbc.org/projects/marthas-vineyard-hospital,17-Jun-11,Oak Bluffs,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Marine Biological Laboratory-Loeb,https://www.usgbc.org/projects/marine-biological-laboratory-loeb,11-Nov-10,Woods Hole,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Wainwright Bank - Ashmont Branch,https://www.usgbc.org/projects/wainwright-bank-ashmont-branch,29-Nov-10,Dorchester,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Wainwright Bank - Harvard Square Branch,https://www.usgbc.org/projects/wainwright-bank-harvard-square-branch-0,6-Dec-10,Cambridge,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Silver
Wiener Auditorium - Harvard HKS,https://www.usgbc.org/projects/wiener-auditorium-harvard-hks,19-Oct-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
New England Biolabs,https://www.usgbc.org/projects/new-england-biolabs,2-Oct-07,Ipswich,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Milton Academy Wigglesworth Hall,https://www.usgbc.org/projects/milton-academy-wigglesworth-hall,28-Feb-05,Milton,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
L.L. Bean,https://www.usgbc.org/projects/ll-bean,6-Oct-08,Burlington,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
BOSTON SCIENTIFIC CORPORATION,https://www.usgbc.org/projects/boston-scientific-corporation,17-Jan-11,QUINCY,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
Sherman Fairchild Laboratory Alterations,https://www.usgbc.org/projects/sherman-fairchild-laboratory-alterations,20-Mar-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
Harvard School of Public Health at Landm,https://www.usgbc.org/projects/harvard-school-public-health-landm,2-Dec-04,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v1.0 pilot,Certified
Modern Theatre,https://www.usgbc.org/projects/modern-theatre,1-Sep-11,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Silver
Starwood Element - Lexington,https://www.usgbc.org/projects/starwood-element-lexington,7-Nov-08,Lexington,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Harvard University- University Informati,https://www.usgbc.org/projects/harvard-university-university-informati,24-Oct-06,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
Kramer Lab renovation,https://www.usgbc.org/projects/kramer-lab-renovation,24-Jan-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Timberland - Northshore,https://www.usgbc.org/projects/timberland-northshore,2-Jun-08,Peabody,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Gold
"One Main Financial, Springfield MA",https://www.usgbc.org/projects/one-main-financial-springfield-ma,2-Apr-08,Springfield,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
A.T. Kearney Cambridge Office,https://www.usgbc.org/projects/kearney-cambridge-office,23-Oct-08,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Shire 185 Alewife,https://www.usgbc.org/projects/shire-185-alewife,27-Aug-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Burlington 400,https://www.usgbc.org/projects/burlington-400,27-Apr-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Certified
Terminal 'A' Redevelopment,https://www.usgbc.org/projects/terminal-redevelopment,22-Jun-06,East Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Certified
MITRE Center,https://www.usgbc.org/projects/mitre-center,28-Oct-05,Bedford,Massachusetts [MA],United States [us],New Construction,v2.0,Silver
Harvard Divinity School Rockefeller Hall,https://www.usgbc.org/projects/harvard-divinity-school-rockefeller-hall,6-Nov-09,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Harvard Holyoke Center Floor 4/College,https://www.usgbc.org/projects/harvard-holyoke-center-floor-4college,19-May-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
EMD Serono Research Institute,https://www.usgbc.org/projects/emd-serono-research-institute,7-Mar-11,Billerica,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
WSP FK  Boston,https://www.usgbc.org/projects/wsp-fk-boston,11-Jul-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
"75 Station Landing, Medford",https://www.usgbc.org/projects/75-station-landing-medford,25-Feb-10,Medford,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
GENZYME WEST KENDALL STREET,https://www.usgbc.org/projects/genzyme-west-kendall-street,4-Sep-07,CAMBRIDGE,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
"One Main Financial, Chelmsford MA",https://www.usgbc.org/projects/one-main-financial-chelmsford-ma,13-Apr-09,Chelmsford,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
50 Washington,https://www.usgbc.org/projects/50-washington,12-Jun-12,Westborough,Massachusetts [MA],United States [us],Core and Shell,v2009,Silver
BAC 100 Fed 10th Floor,https://www.usgbc.org/projects/bac-100-fed-10th-floor,25-Mar-09,boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Milton Academy Schwarz Student Center,https://www.usgbc.org/projects/milton-academy-schwarz-student-center,28-Feb-05,Milton,Massachusetts [MA],United States [us],New Construction,v2.0,Certified
Concord Road Corporate Center,https://www.usgbc.org/projects/concord-road-corporate-center,20-Aug-09,Billerica,Massachusetts [MA],United States [us],Existing Buildings,v2008,Certified
Ken Burns Wing,https://www.usgbc.org/projects/ken-burns-wing,12-May-10,Amherst,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
ERM Boston,https://www.usgbc.org/projects/erm-boston,3-Aug-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
0466 North Adams Public Library,https://www.usgbc.org/projects/0466-north-adams-public-library,25-Apr-07,North Adams,Massachusetts [MA],United States [us],New Construction,v2.0,Certified
Deerfield Academy Koch Center,https://www.usgbc.org/projects/deerfield-academy-koch-center,23-Aug-07,Deerfield,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
North Hall Framingham State Univ,https://www.usgbc.org/projects/north-hall-framingham-state-univ,23-Jul-12,Framingham,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Bunker Hill CC Health & Wellness Center,https://www.usgbc.org/projects/bunker-hill-cc-health-wellness-center,14-Jan-11,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
J. Michael Ruane Judicial Center,https://www.usgbc.org/projects/j-michael-ruane-judicial-center,24-Jul-12,Salem,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Vanserg/Shannon Child Care Renovations,https://www.usgbc.org/projects/vansergshannon-child-care-renovations,12-Mar-12,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Harvard Northwest MCB Renovations,https://www.usgbc.org/projects/harvard-northwest-mcb-renovations,30-Aug-11,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Kohl's Worcester,https://www.usgbc.org/projects/kohls-worcester,20-Nov-12,Worcester,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Gold
Chelsea Collaborative,https://www.usgbc.org/projects/chelsea-collaborative,26-May-10,Chelsea,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
Conservation Law Foundation Building Ext,https://www.usgbc.org/projects/conservation-law-foundation-building-ext,27-Oct-03,Boston,Massachusetts [MA],United States [us],New Construction,v2.0,Certified
Sophia Gordon Residence Hall,https://www.usgbc.org/projects/sophia-gordon-residence-hall,25-Apr-08,Somerville,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
L.L. Bean Dedham,https://www.usgbc.org/projects/ll-bean-dedham,21-Apr-10,Dedham,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Gold
Wheelock Campus Ctr & Student Residence,https://www.usgbc.org/projects/wheelock-campus-ctr-student-residence,6-Jan-10,Boston,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
